EXECYEAR,DATE_START,VOLUMEDREDGED,RIVER,POOL,UP_RIV_MIL,DN_RIV_MIL,week_of_year,lead_7,lead_14,BEAI2,BRLI4,CMMI4,COPI2,DBQI4,FAII4,GGYM7,HAVI2,HNNM7,HNYI2,IL03,IL03_Tail,IL04,IL04_Tail,IL05,IL05_Tail,IL06,IL06_Tail,IL07,IL07_Tail,IL08,IL08_Tail,KHBI2,KNGI2,LSLI2,MI11,MI11_Tail,MI12,MI12_Tail,MI13,MI13_Tail,MI14,MI14_Tail,MI15,MI15_Tail,MI16,MI16_Tail,MI17,MI17_Tail,MI18,MI18_Tail,MI19,MI19_Tail,MI20,MI20_Tail,MI21,MI21_Tail,MI22,MI22_Tail,MORI2,MUSI4,PIAI2,UINI2,05552500,05527500,05585000,05446500,05583000,05570000,05555300
2020,2020-02-12T00:00:00Z,0,Mississippi_River,22,308,305.9,7,2020-02-11T23:59:53Z,2020-02-11T23:59:46Z,436.08,522.54,574.57,441.5,594.98,546.14,480.87,439.89,461.95,444.73,539.11,505.05,505.04,486.7,483.2,460.12,459.04,447.11,442.95,442.95,433.97,433.86,532.31,442.08,446.65,603.12,595.22,591.7,588.42,582.85,576.39,572.16,562.9,560.72,550.76,544.99,540.81,536.25,534.65,527.74,523.86,518.11,484.2,477.88,476.45,469.65,466.7,459.45,455.37,485.49,539.63,443.75,470.06,470.23,513.93,440.61,572.34,464.19,475.89,527.78
2020,2020-02-12T00:00:00Z,0,Mississippi_River,22,306,303.9,7,2020-02-11T23:59:53Z,2020-02-11T23:59:46Z,436.08,522.54,574.57,441.5,594.98,546.14,480.87,439.89,461.95,444.73,539.11,505.05,505.04,486.7,483.2,460.12,459.04,447.11,442.95,442.95,433.97,433.86,532.31,442.08,446.65,603.12,595.22,591.7,588.42,582.85,576.39,572.16,562.9,560.72,550.76,544.99,540.81,536.25,534.65,527.74,523.86,518.11,484.2,477.88,476.45,469.65,466.7,459.45,455.37,485.49,539.63,443.75,470.06,470.23,513.93,440.61,572.34,464.19,475.89,527.78
2020,2020-02-12T00:00:00Z,0,Mississippi_River,22,320.1,318,7,2020-02-11T23:59:53Z,2020-02-11T23:59:46Z,436.08,522.54,574.57,441.5,594.98,546.14,480.87,439.89,461.95,444.73,539.11,505.05,505.04,486.7,483.2,460.12,459.04,447.11,442.95,442.95,433.97,433.86,532.31,442.08,446.65,603.12,595.22,591.7,588.42,582.85,576.39,572.16,562.9,560.72,550.76,544.99,540.81,536.25,534.65,527.74,523.86,518.11,484.2,477.88,476.45,469.65,466.7,459.45,455.37,485.49,539.63,443.75,470.06,470.23,513.93,440.61,572.34,464.19,475.89,527.78
2020,2020-02-12T00:00:00Z,0,Mississippi_River,22,312.1,309.9,7,2020-02-11T23:59:53Z,2020-02-11T23:59:46Z,436.08,522.54,574.57,441.5,594.98,546.14,480.87,439.89,461.95,444.73,539.11,505.05,505.04,486.7,483.2,460.12,459.04,447.11,442.95,442.95,433.97,433.86,532.31,442.08,446.65,603.12,595.22,591.7,588.42,582.85,576.39,572.16,562.9,560.72,550.76,544.99,540.81,536.25,534.65,527.74,523.86,518.11,484.2,477.88,476.45,469.65,466.7,459.45,455.37,485.49,539.63,443.75,470.06,470.23,513.93,440.61,572.34,464.19,475.89,527.78
2020,2020-02-12T00:00:00Z,0,Mississippi_River,22,310.1,307.9,7,2020-02-11T23:59:53Z,2020-02-11T23:59:46Z,436.08,522.54,574.57,441.5,594.98,546.14,480.87,439.89,461.95,444.73,539.11,505.05,505.04,486.7,483.2,460.12,459.04,447.11,442.95,442.95,433.97,433.86,532.31,442.08,446.65,603.12,595.22,591.7,588.42,582.85,576.39,572.16,562.9,560.72,550.76,544.99,540.81,536.25,534.65,527.74,523.86,518.11,484.2,477.88,476.45,469.65,466.7,459.45,455.37,485.49,539.63,443.75,470.06,470.23,513.93,440.61,572.34,464.19,475.89,527.78
2020,2020-04-22T00:00:00Z,0,Mississippi_River,15,493.4,492.9,17,2020-04-21T23:59:53Z,2020-04-21T23:59:46Z,433.09,528.22,579.81,438.14,601.15,550.81,488.17,436.84,468.4,441.23,538.99,504.85,504.92,484.85,483.1,459.54,459.29,443.28,439.21,439.21,431.26,431.26,538.37,438.58,443,603,601.9,595.02,594.54,584.02,583.54,571.49,567.39,559.59,557.82,549.17,548.68,542.67,542.45,530.96,530.48,518.17,492.01,484.19,483.76,475.71,475.01,464.32,463.74,484.34,547.23,440.07,476.56,469.5300002,513.26,439.04,573.69,458.44,474.45,526.06
2020,2020-04-20T00:00:00Z,0,Mississippi_River,17,448.5,447.5,16,2020-04-19T23:59:53Z,2020-04-19T23:59:46Z,433.61,528.79,580.46,438.7,602.14,551.62,489.23,437.42,469.41,441.9,538.94,504.97,504.92,485.32,483.27,459.35,459.02,443.76,439.85,439.85,431.79,431.79,538.96,439.12,443.71,603.33,603.02,595.84,595.34,584.81,584.29,571.15,567.98,559.34,558.71,550.03,549.56,543.48,543.22,531.64,531.14,518.16,493.05,485.27,484.8,476.91,476.18,465.23,464.66,484.51,548,440.68,477.71,469.42999999999995,513.29,440.51,574,458.67,474.88,526.24
2020,2020-04-01T00:00:00Z,0,Mississippi_River,11,599.1,598,14,2020-03-31T23:59:53Z,2020-03-31T23:59:46Z,437.56,529.2,579.78,442.61,601.8,551.97,490.01,440.9,469.74,446.58,538.89,505.53,504.95,489.14,483.18,461.28,459.15,449.98,444.31,444.31,435.92,435.92,539.5,443.15,449.68,603.05,602.7,595.42,594.93,583.98,583.48,571.08,567.47,560,558.69,550.46,550,544.2,543.97,532.21,531.66,518.22,493.88,485.93,485.47,477.27,476.58,465.53,465.02,487.34,548.4,445.25,478.12,472.0000004,514.18,440.69,578.77,463.04,476.29,527.89
2020,2020-04-01T00:00:00Z,0,Mississippi_River,11,598,596,14,2020-03-31T23:59:53Z,2020-03-31T23:59:46Z,437.56,529.2,579.78,442.61,601.8,551.97,490.01,440.9,469.74,446.58,538.89,505.53,504.95,489.14,483.18,461.28,459.15,449.98,444.31,444.31,435.92,435.92,539.5,443.15,449.68,603.05,602.7,595.42,594.93,583.98,583.48,571.08,567.47,560,558.69,550.46,550,544.2,543.97,532.21,531.66,518.22,493.88,485.93,485.47,477.27,476.58,465.53,465.02,487.34,548.4,445.25,478.12,472.0000004,514.18,440.69,578.77,463.04,476.29,527.89
2020,2020-12-15T00:00:00Z,0,Mississippi_River,15,486.8,486.1,50,2020-12-14T23:59:53Z,2020-12-14T23:59:46Z,429.76,521.22,573.27,433.39,593.71,545.91,480.2,431.76,461.33,441.42,538.91,505.1,504.71,485.4,483.03,459.91,459.22,443.26,440.39,434.14,429.27,422.49,531.12,433.57,442.98,602.87,593.88,591.78,586.58,582.98,574.75,571.83,562.13,560.74,549.44,545.24,539.58,536.19,533.2,528.01,522.4,518.23,482.71,478.86,474.49,470.16,464.36,459.71,453.14,484.5,538.67,440.79,470.31,469.4500002,512.44,436.98,571.67,455.78,473.1,525.74
2020,2020-12-02T00:00:00Z,0,Mississippi_River,11,611,608.9,49,2020-12-01T23:59:53Z,2020-12-01T23:59:46Z,429.41,521.63,573.82,431.76,594.53,545.91,479.52,430.68,461.23,440.57,539.05,505.27,505.02,483.95,482.95,458.98,458.73,441.11,440.14,431.79,429.2,422.45,531.54,432,441.16,602.87,594.81,591.92,587.58,582.88,575.59,571.89,562.62,560.78,550.09,545.01,540.21,536.23,533.86,527.94,522.8,518.18,482.68,477.69,474.69,470.69,464.25,459.69,452.9,483.44,539.16,440.38,470.83,469.0500001,512.13,435.71,571.55,455.6,472.22,524.79
2020,2020-12-03T00:00:00Z,0,Mississippi_River,11,609,607,49,2020-12-02T23:59:53Z,2020-12-02T23:59:46Z,429.42,521.52,573.78,431.38,594.2,545.76,479.45,430.43,461.27,440.56,539.2,504.96,504.79,483.61,483.1,458.8,458.71,440.87,440.2,431.14,429.21,421.79,531.35,431.61,441.02,603.06,594.43,591.73,587.22,582.84,575.44,572.08,562.66,561.06,549.74,544.97,539.72,536,533.53,528.11,522.62,518.16,482.61,477.71,474.51,470.47,464.21,459.75,452.9,483.33,538.75,440.34,470.61,468.9999999,512.13,435.61,571.41,455.58,472.13,524.74
2021,2021-11-08T00:00:00Z,0,Illinois_Waterway,PE,196.3,193,45,2021-11-07T23:59:53Z,2021-11-07T23:59:46Z,437.19,519.9,572.78,442.99,593.38,545.57,480.71,440.97,460.24,446.05,538.99,504.43,504.72,485.84,483.03,460.2,459.34,447.65,444.28,444.28,435.32,435.21,529.58,443.41,447.42,602.82,593.37,592.1,585.37,582.88,573.78,572,561.67,560.87,547.65,545.17,538.02,535.97,531.07,527.84,520.71,518.05,481.92,480.1,472.92,470.19,462.29,459.59,451.46,484.88,537.4,445.15,470.25,468.0100002,513.64,438,568.84,460.73,475.15,527.08
2020,2020-12-03T00:00:00Z,0,Mississippi_River,11,607,605,49,2020-12-02T23:59:53Z,2020-12-02T23:59:46Z,429.42,521.52,573.78,431.38,594.2,545.76,479.45,430.43,461.27,440.56,539.2,504.96,504.79,483.61,483.1,458.8,458.71,440.87,440.2,431.14,429.21,421.79,531.35,431.61,441.02,603.06,594.43,591.73,587.22,582.84,575.44,572.08,562.66,561.06,549.74,544.97,539.72,536,533.53,528.11,522.62,518.16,482.61,477.71,474.51,470.47,464.21,459.75,452.9,483.33,538.75,440.34,470.61,468.9999999,512.13,435.61,571.41,455.58,472.13,524.74
2020,2020-12-02T00:00:00Z,0,Mississippi_River,11,613.1,610.9,49,2020-12-01T23:59:53Z,2020-12-01T23:59:46Z,429.41,521.63,573.82,431.76,594.53,545.91,479.52,430.68,461.23,440.57,539.05,505.27,505.02,483.95,482.95,458.98,458.73,441.11,440.14,431.79,429.2,422.45,531.54,432,441.16,602.87,594.81,591.92,587.58,582.88,575.59,571.89,562.62,560.78,550.09,545.01,540.21,536.23,533.86,527.94,522.8,518.18,482.68,477.69,474.69,470.69,464.25,459.69,452.9,483.44,539.16,440.38,470.83,469.0500001,512.13,435.71,571.55,455.6,472.22,524.79
2020,2020-12-02T00:00:00Z,0,Mississippi_River,11,615.1,613,49,2020-12-01T23:59:53Z,2020-12-01T23:59:46Z,429.41,521.63,573.82,431.76,594.53,545.91,479.52,430.68,461.23,440.57,539.05,505.27,505.02,483.95,482.95,458.98,458.73,441.11,440.14,431.79,429.2,422.45,531.54,432,441.16,602.87,594.81,591.92,587.58,582.88,575.59,571.89,562.62,560.78,550.09,545.01,540.21,536.23,533.86,527.94,522.8,518.18,482.68,477.69,474.69,470.69,464.25,459.69,452.9,483.44,539.16,440.38,470.83,469.0500001,512.13,435.71,571.55,455.6,472.22,524.79
2020,2020-11-24T00:00:00Z,0,Mississippi_River,13,530.3,528.9,47,2020-11-23T23:59:53Z,2020-11-23T23:59:46Z,429.43,521.78,574.36,430.38,595.57,546.07,479.81,429.59,461.26,440.58,538.97,505.28,504.93,484.39,483.29,458.89,458.68,440.88,440.33,430.22,429.2,420.5,531.8,430.2,441.11,602.65,595.92,592.18,588.59,582.61,576.43,572.01,563.12,560.91,550.76,545.08,540.63,536.17,534.3,527.83,523.1,518.23,482.94,478.05,474.86,470.27,464.5,459.51,453.22,483.94,539.46,440.5,470.42,468.5300002,512.12,435.38,570.9,455.61,471.9,524.54
2021,2021-11-09T00:00:00Z,0,Illinois_Waterway,PE,182.2,180.2,45,2021-11-08T23:59:53Z,2021-11-08T23:59:46Z,436.81,519.88,572.81,442.61,593.37,545.37,480.67,440.66,460.17,445.44,539.02,504.34,504.69,485.78,483.29,459.93,459.18,446.73,443.83,443.83,434.95,434.84,529.57,443.04,446.71,602.86,593.35,592.1,585.36,582.9,573.79,572.05,561.65,560.83,547.67,544.96,537.95,535.87,531.04,527.9,520.7,518.03,481.87,480.07,472.74,470.02,462.15,459.56,451.33,484.76,537.3,444.65,469.98,467.98,513.49,437.84,568.73,460.19,474.96,526.87
2021,2021-11-10T00:00:00Z,0,Illinois_Waterway,PE,230.9,229.9,45,2021-11-09T23:59:53Z,2021-11-09T23:59:46Z,436.41,519.88,572.79,442.15,593.45,545.27,480.81,440.25,460.36,444.85,539.26,504.31,504.75,485.41,483.33,459.82,459.28,445.68,443.27,443.27,434.53,434.41,529.55,442.53,445.73,602.71,593.46,592.06,585.42,582.8,573.79,572.03,561.51,560.69,547.6,544.95,537.95,535.83,531.04,527.84,520.67,517.92,482.25,480.19,472.87,470.18,462.3,459.79,451.39,484.65,537.32,444.08,470.27,468.1199998,513.34,437.7,568.76,459.78,474.77,526.7
2021,2021-11-23T00:00:00Z,0,Illinois_Waterway,PE,173.5,172,47,2021-11-22T23:59:53Z,2021-11-22T23:59:46Z,429.88,520.71,573.21,433.24,593.66,545.97,480.04,432.36,460.24,440.96,538.95,504.69,505.04,484.59,483.28,459.39,459.02,441.81,440.03,433.51,428.96,425.53,530.39,433.28,441.95,602.8,593.69,591.92,586.27,582.94,574.51,571.99,562.14,560.93,548.98,545.44,539.14,536.28,532.38,527.9,521.59,518.06,482.1,479.12,473.38,470.04,462.72,459.44,451.89,484.06,538.26,440.32,470.14,468.3600001,512.87,436.74,568.98,458.15,473.64,525.92
2021,2021-12-21T00:00:00Z,0,Illinois_Waterway,PE,213.8,211.7,51,2021-12-20T23:59:53Z,2021-12-20T23:59:46Z,430.27,519.94,572.99,434.68,593.62,545.88,481.31,433.08,460.15,441.58,538.9,504.54,504.8,484.92,482.76,459.86,459.17,443.51,440.21,435.59,429.15,425.67,529.7,434.93,443.2,603.28,593.71,592.08,586.01,583.01,574.17,572.01,561.86,560.85,548.21,545.36,538,535.91,531.13,528.06,520.79,518.08,482.72,480.81,472.49,470.09,461.96,459.55,451.1,484.24,537.33,440.65,470.16,468.4900002,513.32,436.4,569,457.97,472.82,526.41
2021,2021-10-18T00:00:00Z,0,Mississippi_River,13,530.5,529.3,42,2021-10-17T23:59:53Z,2021-10-17T23:59:46Z,430.4,519.65,572.65,434.21,593.14,545.85,480.87,432.87,460.03,441.13,538.85,504.79,504.94,485.13,483.22,459.52,459.01,442.44,440.18,434.73,429.25,425.92,529.33,434.28,442.26,603.11,593.1,592.11,585.02,582.97,573.58,571.89,561.55,560.72,547.8,545.55,537.86,535.93,530.6,527.81,520.37,517.95,481.95,480.32,472.17,469.99,461.58,459.52,450.74,484.35,537.25,440.34,470.04,467.7499999,513.2,436.86,569.47,459.26,474.47,527.26
2020,2020-10-13T00:00:00Z,0,Mississippi_River,12,567,565.5,41,2020-10-12T23:59:53Z,2020-10-12T23:59:46Z,429.54,519.62,573.01,430.77,593.58,545.42,479.66,430.14,459.89,440.59,538.97,504.88,504.92,484.2,483.26,458.84,458.78,440.93,440.33,430.98,429.23,420.27,529.69,430.63,441.06,603.32,593.73,592.04,585.98,583.29,574.15,572.15,561.67,560.78,547.87,545.03,537.96,535.74,531.11,528.02,520.6,518.18,479.65,479.07,472.48,470.3,461.68,459.24,450.96,483.61,537.28,440.46,470.31,468.0500001,511.99,435.11,569.89,455.57,471.27,524.26
2020,2020-10-13T00:00:00Z,0,Mississippi_River,12,562.5,560.3,41,2020-10-12T23:59:53Z,2020-10-12T23:59:46Z,429.54,519.62,573.01,430.77,593.58,545.42,479.66,430.14,459.89,440.59,538.97,504.88,504.92,484.2,483.26,458.84,458.78,440.93,440.33,430.98,429.23,420.27,529.69,430.63,441.06,603.32,593.73,592.04,585.98,583.29,574.15,572.15,561.67,560.78,547.87,545.03,537.96,535.74,531.11,528.02,520.6,518.18,479.65,479.07,472.48,470.3,461.68,459.24,450.96,483.61,537.28,440.46,470.31,468.0500001,511.99,435.11,569.89,455.57,471.27,524.26
2020,2020-10-09T00:00:00Z,0,Mississippi_River,13,555.3,554.2,41,2020-10-08T23:59:53Z,2020-10-08T23:59:46Z,429.66,519.96,572.95,430.64,593.54,545.73,480.24,430.19,460.09,440.59,538.85,504.92,504.99,483.65,483.15,458.83,458.78,440.86,440.39,430.77,429.28,419.96,530.03,430.64,440.97,603.11,593.66,591.98,585.89,582.83,574.17,571.98,561.72,560.73,548.2,545.31,538.48,536.12,531.62,528.18,520.94,518.18,481.26,479.54,472.79,470.31,462.07,459.34,451.24,483.38,537.78,440.51,470.35,467.93499985,511.98,435.14,569.91,455.61,471.38,524.33
2020,2020-10-12T00:00:00Z,0,Mississippi_River,12,561,560.4,41,2020-10-11T23:59:53Z,2020-10-11T23:59:46Z,429.38,519.77,572.97,430.9,593.57,545.28,479.92,430.3,459.77,440.5,539,504.93,504.94,484.77,483.16,459.07,458.83,440.92,440.13,430.99,429.12,420.95,529.76,430.99,440.97,603.21,593.73,591.94,585.98,583.17,574.1,572.09,561.64,560.73,547.84,544.89,538.05,535.76,531.23,528.05,520.72,518.14,479.99,479.26,472.5,470.31,461.65,459.19,451.03,483.97,537.37,440.25,470.31,468.0500001,511.98,435.12,569.57,455.58,471.29,524.29
2020,2020-10-08T00:00:00Z,0,Mississippi_River,19,397.8,396.8,41,2020-10-07T23:59:53Z,2020-10-07T23:59:46Z,429.61,519.93,573.06,430.62,593.64,545.75,480.12,430.15,459.87,440.63,538.84,504.68,504.69,483.68,483.08,458.92,458.85,441.2,440.43,430.78,429.28,419.99,530.01,430.62,441.25,603.15,593.78,592.1,585.96,582.97,574.31,572.07,561.87,560.8,548.45,545.34,538.41,536.01,531.59,528.24,520.94,518.25,481.39,479.62,472.59,470.45,461.71,459.25,451.01,483.36,537.67,440.56,470.48,467.9999999,511.97,435.14,569.72,455.62,471.42,524.37
2020,2020-10-08T00:00:00Z,0,Mississippi_River,16,457.9,457.4,41,2020-10-07T23:59:53Z,2020-10-07T23:59:46Z,429.61,519.93,573.06,430.62,593.64,545.75,480.12,430.15,459.87,440.63,538.84,504.68,504.69,483.68,483.08,458.92,458.85,441.2,440.43,430.78,429.28,419.99,530.01,430.62,441.25,603.15,593.78,592.1,585.96,582.97,574.31,572.07,561.87,560.8,548.45,545.34,538.41,536.01,531.59,528.24,520.94,518.25,481.39,479.62,472.59,470.45,461.71,459.25,451.01,483.36,537.67,440.56,470.48,467.9999999,511.97,435.14,569.72,455.62,471.42,524.37
2020,2020-11-10T00:00:00Z,0,Mississippi_River,12,556.9,556.6,45,2020-11-09T23:59:53Z,2020-11-09T23:59:46Z,429.42,520.8,573.46,430.33,594.32,545.72,479.99,430.25,460.86,440.84,539.02,505.1,504.74,483.8,483.13,459.01,458.79,441.5,440.06,429.84,429.2,420.68,530.71,430.43,441.63,603,594.54,592.19,587.02,582.88,575.06,571.89,562.24,560.73,549.26,545.09,539.39,536.08,532.72,527.8,521.91,518.06,482.11,478.99,473.8,470.43,463.29,459.78,452.15,483.5,538.48,440.25,470.5,468.5199999,512.04,435.16,571.015,455.51,471.51,524.41
2020,2020-11-10T00:00:00Z,0,Mississippi_River,13,556.7,556.4,45,2020-11-09T23:59:53Z,2020-11-09T23:59:46Z,429.42,520.8,573.46,430.33,594.32,545.72,479.99,430.25,460.86,440.84,539.02,505.1,504.74,483.8,483.13,459.01,458.79,441.5,440.06,429.84,429.2,420.68,530.71,430.43,441.63,603,594.54,592.19,587.02,582.88,575.06,571.89,562.24,560.73,549.26,545.09,539.39,536.08,532.72,527.8,521.91,518.06,482.11,478.99,473.8,470.43,463.29,459.78,452.15,483.5,538.48,440.25,470.5,468.5199999,512.04,435.16,571.015,455.51,471.51,524.41
2020,2020-12-17T00:00:00Z,0,Mississippi_River,16,476.2,475.1,51,2020-12-16T23:59:53Z,2020-12-16T23:59:46Z,429.72,521.1,572.93,433.95,593.74,545.56,479.58,432.34,460.63,441.25,538.95,505.06,504.89,484.65,483.08,459.57,459.13,442.38,440.2,434.56,429.13,423.53,530.68,434.33,442.31,603.03,593.9,591.96,586.26,582.92,574.23,571.74,561.85,560.74,548.72,544.97,538.99,535.94,532.58,528.05,521.93,518.2,481.95,478.37,473.7,469.94,463.35,459.33,452.47,483.95,538.13,440.62,470.07,469.3000001,512.42,436.26,571.43,455.73,472.59,525.31
2021,2021-12-08T00:00:00Z,0,Illinois_Waterway,DR,280.3,278.4,49,2021-12-07T23:59:53Z,2021-12-07T23:59:46Z,429.74,519.47,572.62,431.75,593.2,545.58,480.2,430.98,460.01,440.79,538.95,504.53,504.83,483.86,483.26,458.95,458.86,441.38,440.27,432.31,429.21,422.95,529.23,431.81,441.43,602.97,593.18,592.23,585.02,582.92,573.5,571.94,561.47,560.77,547.37,545.16,537.51,535.7,530.52,527.81,520.25,517.95,481.6,479.67,472.01,470.13,461.53,459.56,450.75,483.69,536.92,440.64,470.17,467.5799999,512.68,436.48,568.8,457.58,473.05,525.49
2021,2021-09-30T00:00:00Z,0,Mississippi_River,15,486.8,486.2,39,2021-09-29T23:59:53Z,2021-09-29T23:59:46Z,429.5,519.34,572.54,430.66,592.95,545.67,479.8,429.91,460.07,440.29,539,504.55,504.91,483.38,483.05,458.87,458.86,440.49,440.13,430.73,429.14,421.44,529.11,430.69,440.68,603.02,593.01,591.95,584.86,582.9,573.41,571.91,561.66,561.03,547.27,545.36,537.49,530.22,530.22,528.02,519.97,518.26,481.81,479.53,471.86,469.83,461.27,459.69,450.63,483.13,536.9,440.17,470.09,467.2800002,512.02,435.48,567.9,456.52,471.54,524.45
2021,2021-10-27T00:00:00Z,0,Mississippi_River,15,486,483.2,43,2021-10-26T23:59:53Z,2021-10-26T23:59:46Z,434.57,520.32,572.71,440.92,593.48,545.52,481.64,438.82,460.12,446.55,539.03,505.54,504.76,494.87,483.15,465.16,459.11,454.61,442.44,442.44,432.68,432.59,530.05,441.36,453.34,603.28,593.47,592.18,585.77,583.14,573.85,571.8,561.81,560.92,548.02,545.13,538.37,536.14,531.77,528.07,521.29,518.31,483.14,480.9,473.72,469.77,463.11,458.93,452.12,492.63,537.7,443.41,469.87,470.1100001,516.14,443.34,569.17,466.06,485.71,536.06
2021,2021-10-05T00:00:00Z,0,Illinois_Waterway,LA,122.7,120.3,40,2021-10-04T23:59:53Z,2021-10-04T23:59:46Z,429.69,519.31,572.34,431.13,592.98,545.6,480.95,430.24,460.03,440.62,538.98,504.45,504.91,484.09,483.14,459.33,459.08,441.38,440.27,431.7,429.31,421.52,528.94,431.3,441.33,603.04,592.96,591.97,584.67,582.7,573.19,571.85,561.36,560.84,546.86,545.37,537.35,535.97,529.9,527.9,519.83,517.83,481.86,480.57,471.58,469.89,461.17,459.79,450.36,483.65,536.83,440.37,469.87,467.4299998,512.9,435.49,568.13,456.98,471.59,526.46
2021,2021-11-23T00:00:00Z,0,Illinois_Waterway,LA,147,144.5,47,2021-11-22T23:59:53Z,2021-11-22T23:59:46Z,429.88,520.71,573.21,433.24,593.66,545.97,480.04,432.36,460.24,440.96,538.95,504.69,505.04,484.59,483.28,459.39,459.02,441.81,440.03,433.51,428.96,425.53,530.39,433.28,441.95,602.8,593.69,591.92,586.27,582.94,574.51,571.99,562.14,560.93,548.98,545.44,539.14,536.28,532.38,527.9,521.59,518.06,482.1,479.12,473.38,470.04,462.72,459.44,451.89,484.06,538.26,440.32,470.14,468.3600001,512.87,436.74,568.98,458.15,473.64,525.92
2021,2021-11-17T00:00:00Z,0,Illinois_Waterway,MA,250.4,248.6,46,2021-11-16T23:59:53Z,2021-11-16T23:59:46Z,433.03,520.49,573.51,439.02,594.24,545.84,480.45,437.36,460.3,442.08,539.04,504.6,504.93,484.75,483.31,459.35,458.93,443.33,440.04,440.04,431.14,431.02,530.38,439.31,443.2,603.04,594.35,591.93,586.78,582.91,574.78,572.33,562.18,560.87,548.79,545.27,538.82,535.97,532.24,528.06,521.63,518.23,482.45,479.52,473.61,469.57,462.92,459.33,451.89,484.07,537.97,440.99,469.67,468.47999995,513.03,437.14,568.63,458.93,474.05,526.32
2021,2021-12-07T00:00:00Z,0,Illinois_Waterway,MA,259.4,258.5,49,2021-12-06T23:59:53Z,2021-12-06T23:59:46Z,429.83,519.48,572.72,432.28,593.28,545.6,480.54,431.41,459.71,440.86,538.84,504.46,504.84,483.82,483.19,459.05,458.92,441.84,440.08,432.71,429.2,423.36,529.22,432.33,441.8,603.02,593.28,592.21,585.13,582.83,573.58,572.04,561.41,560.68,547.39,545.18,537.54,535.69,530.55,527.73,520.19,517.84,481.82,480.02,472.08,470.09,461.35,459.25,450.72,483.62,536.95,440.39,470.12,467.71,512.7,436.53,568.37,457.62,473.15,525.5
2021,2021-11-24T00:00:00Z,0,Illinois_Waterway,LA,96,94,47,2021-11-23T23:59:53Z,2021-11-23T23:59:46Z,429.96,520.66,573.13,432.58,593.27,545.67,480.25,431.85,460.16,441.29,538.74,504.55,504.85,484.44,483.08,459.28,458.92,442.56,440.32,432.97,429.11,424.79,530.15,432.67,442.61,603.04,593.25,591.77,585.74,583,574.12,572.11,561.96,560.8,548.37,545.15,538.53,536.09,531.9,527.87,521.6,518.2,482.16,479.44,473.23,470.28,462.48,459.34,451.66,483.92,537.8,440.57,470.38,468.15,512.85,436.75,568.67,458.08,473.53,525.87
2021,2021-12-06T00:00:00Z,0,Illinois_Waterway,LA,89,86,49,2021-12-05T23:59:53Z,2021-12-05T23:59:46Z,429.71,519.55,572.81,432.15,593.47,545.18,480.17,431.19,459.71,440.65,538.91,504.87,505,484.71,483.33,459.37,458.87,441.73,440.17,432.87,429.26,423.09,529.11,432.31,441.7,603.18,593.39,592.5,585.09,583.02,573.74,572.11,561.73,560.97,547.24,544.75,537.26,535.51,530.29,527.78,520.28,518.03,481.57,479.7,471.81,469.97,461.16,459.51,450.61,484.2,536.71,440.51,470.02,467.73999994999997,512.69,436.59,568.42,457.64,473.17,525.51
2020,2020-04-20T00:00:00Z,0,Mississippi_River,18,425.5,421.4,16,2020-04-19T23:59:53Z,2020-04-19T23:59:46Z,433.61,528.79,580.46,438.7,602.14,551.62,489.23,437.42,469.41,441.9,538.94,504.97,504.92,485.32,483.27,459.35,459.02,443.76,439.85,439.85,431.79,431.79,538.96,439.12,443.71,603.33,603.02,595.84,595.34,584.81,584.29,571.15,567.98,559.34,558.71,550.03,549.56,543.48,543.22,531.64,531.14,518.16,493.05,485.27,484.8,476.91,476.18,465.23,464.66,484.51,548,440.68,477.71,469.42999999999995,513.29,440.51,574,458.67,474.88,526.24
2020,2020-05-16T00:00:00Z,0,Mississippi_River,14,510.3,509.3,20,2020-05-15T23:59:53Z,2020-05-15T23:59:46Z,439.14,524.19,575.34,443.9,595.77,546.11,484.12,442.3,463.66,447.85,539.18,506.92,504.85,496.91,483.26,467.02,459.11,455.85,445.49,445.49,437.79,437.79,534.12,444.43,453.89,603.02,596.14,592.13,589.18,582.8,577.62,572.25,563.97,561.04,552.56,544.28,542.76,537.32,537.13,528.11,525.88,518.3,487.81,479.95,479.61,471.33,469.89,459.72,457.98,494.49,541.51,446.41,472.06,476.4699997,515.93,444.19,576.6,462.39,484.53,532.4
2020,2020-04-20T00:00:00Z,0,Mississippi_River,17,446.7,445.2,16,2020-04-19T23:59:53Z,2020-04-19T23:59:46Z,433.61,528.79,580.46,438.7,602.14,551.62,489.23,437.42,469.41,441.9,538.94,504.97,504.92,485.32,483.27,459.35,459.02,443.76,439.85,439.85,431.79,431.79,538.96,439.12,443.71,603.33,603.02,595.84,595.34,584.81,584.29,571.15,567.98,559.34,558.71,550.03,549.56,543.48,543.22,531.64,531.14,518.16,493.05,485.27,484.8,476.91,476.18,465.23,464.66,484.51,548,440.68,477.71,469.42999999999995,513.29,440.51,574,458.67,474.88,526.24
